exp_num,width,batchnorm,skip,opt,epoch,lr,wd,bs,mo,lrdecay,trainloss,trainerr,valloss,valerr,flatness,div
565,6, True, True, sgd,250,0.05,0.01,32,0.5, True,0.017765769,0,0.404047469,11.79,0.005799729,2.45208802
224,8, True, True, sgd,250,0.05,0.01,1.60E+01,0, True,0.018023676,0,0.367134621,10.94,0.007032808,2.437988757
764,8, True, True, sgd,250,0.01,0.01,6.40E+01,0, True,0.018780085,0,0.425871705,12.71,0.008106236,2.434771531
674,8, True, True, sgd,250,0.005,0.01,6.40E+01,0.5, True,0.018717277,0,0.423915348,12.82,0.008101751,2.422259567
152,8, True, True, sgd,250,0.01,0.01,16,0.9, True,0.018681581,0,0.433997469,12.62,0.005720777,2.421515951
672,4, True, True, sgd,250,0.005,0.01,64,0.5, True,0.019043606,0,0.464520812,14.1,0.00688292,2.361896906
656,8, True, True, sgd,250,0.005,0.01,64,0, True,0.00995443,0,0.600118695,19.01,0.005533152,2.359782758
780,4, True, True, sgd,250,0.01,0.01,6.40E+01,0.5, True,0.019842177,0,0.392965216,11.58,0.005785872,2.35907873
872,8, True, True, sgd,250,0.05,0.01,64,0, True,0.018314734,0,0.316253872,9.01,0.008059315,2.344588597
782,8, True, True, sgd,250,0.01,0.01,6.40E+01,0.5, True,0.019673975,0,0.345396408,10.32,0.007062834,2.330224937
548,8, True, True, sgd,250,0.05,0.01,32,0, True,0.018338205,0,0.320413256,9.46,0.008998987,2.324627203
331,6, True, True, sgd,250,0.005,0.01,32,0, True,0.019823273,0,0.431558683,12.84,0.006971598,2.317577656
456,4, True, True, sgd,250,0.01,0.01,3.20E+01,0.5, True,0.019214546,0,0.35276447,10.07,0.006934699,2.309634485
547,6, True, True, sgd,250,0.05,0.01,3.20E+01,0, True,0.018965035,0,0.342355825,9.91,0.008116644,2.302678714
762,4, True, True, sgd,250,0.01,0.01,64,0, True,0.018534907,0,0.471260472,14.35,0.006682003,2.274672892
798,4, True, True, sgd,250,0.01,0.01,6.40E+01,0.9, True,0.018717208,0,0.381852096,11.18,0.009661159,2.252821347
654,4, True, True, sgd,250,0.005,0.01,6.40E+01,0, True,0.012440705,0,0.639800776,20.05,0.005405433,2.243534735
366,4, True, True, sgd,250,0.005,0.01,3.20E+01,0.9, True,0.019514744,0,0.393084354,11.62,0.008060932,2.237357934
870,4, True, True, sgd,250,0.05,0.01,64,0, True,0.018708615,0,0.362594354,10.26,0.008737628,2.223656946
888,4, True, True, sgd,250,0.05,0.01,6.40E+01,0.5, True,0.018435249,0,0.371787122,10.63,0.009447605,2.204667808
457,6, True, True, sgd,250,0.01,0.01,32,0.5, True,0.019027019,0,0.329072105,9.44,0.00676392,2.19239593
458,8, True, True, sgd,250,0.01,0.01,3.20E+01,0.5, True,0.018548333,0,0.313521093,8.92,0.006664506,2.19194671
240,4, True, True, sgd,250,0.05,0.01,1.60E+01,0.5, True,0.018744792,0,0.445953289,13.09,0.005300331,2.184674794
566,8, True, True, sgd,250,0.05,0.01,32,0.5, True,0.017365967,0,0.372541558,10.92,0.005295923,2.173790695
440,8, True, True, sgd,250,0.01,0.01,3.20E+01,0, True,0.020186331,0,0.347292485,10.18,0.005537899,2.172643972
871,6, True, True, sgd,250,0.05,0.01,64,0, True,0.018885777,0,0.325391205,9.3,0.007749429,2.166775234
332,8, True, True, sgd,250,0.005,0.01,3.20E+01,0, True,0.0194873,0,0.421015444,12.58,0.006640486,2.163676894
799,6, True, True, sgd,250,0.01,0.01,6.40E+01,0.9, True,0.018740034,0,0.35092389,10.37,0.00941647,2.152511614
890,8, True, True, sgd,250,0.05,0.01,64,0.5, True,0.017663976,0,0.321447993,9.29,0.009867014,2.152508111
151,6, True, True, sgd,250,0.01,0.01,16,0.9, True,0.019841238,0,0.42316516,12.25,0.005504823,2.141699865
800,8, True, True, sgd,250,0.01,0.01,6.40E+01,0.9, True,0.018188628,0,0.340923834,9.8,0.009199579,2.134523553
665,8, True, False, sgd,250,0.005,0.01,64,0, True,0.022020527,0,0.563668014,16.5,0.010620844,2.12357058
467,8, True, False, sgd,250,0.01,0.01,3.20E+01,0.5, True,0.025326978,0,0.345467149,9.57,0.016225743,2.106393567
655,6, True, True, sgd,250,0.005,0.01,6.40E+01,0, True,0.011099033,0,0.623002882,19.7,0.008507227,2.105387942
673,6, True, True, sgd,250,0.005,0.01,64,0.5, True,0.019224592,0,0.432675487,13.05,0.006508636,2.10488953
251,8, True, False, sgd,250,0.05,0.01,16,0.5, True,0.021485292,0,0.44355234,12.66,0.014517174,2.101904834
80,8, True, True, sgd,250,0.005,0.01,16,0.5, False,0.270326116,8.135999968,0.555801465,17.99,0.021721757,2.099423742
1149,4, False, False, sgd,250,0.01,0.01,1.60E+01,0, False,0.387799008,12.94399997,1.148978591,34.73,0.084779438,2.099241893
250,6, True, False, sgd,250,0.05,0.01,16,0.5, True,0.021734279,0,0.462119583,13.4,0.015730856,2.098051122
107,8, True, False, sgd,250,0.005,0.01,1.60E+01,0.9, False,1.302468139,44.46000003,1.33110992,45.71,0.059819956,2.09797435
26,8, True, True, sgd,250,0.005,0.01,16,0.5, True,0.018278794,0,0.315177414,9.05,0.005227563,2.097157924
1171,6, False, True, sgd,250,0.01,0,16,0.9, False,2.690648252,73.39800002,2.715574348,74.42,0.131881546,2.097067201
1357,6, False, True, sgd,250,0.005,0.01,3.20E+01,0, False,0.112826083,3.677999988,1.512249357,34.6,0.017723086,2.095931387
1016,8, False, True, sgd,250,0.005,0.01,16,0.9, True,0.012169591,0,1.029023141,23.49,0.005687547,2.095791216
1015,6, False, True, sgd,250,0.005,0.01,1.60E+01,0.9, True,0.012323269,0,1.273534415,27.52,0.006619829,2.094270863
1025,8, False, False, sgd,250,0.005,0.01,16,0.9, True,0.65748149,23.09599997,1.475501144,43.9,0.024677783,2.093158677
1851,4, False, False, sgd,250,0.05,0.01,64,0, True,0.865073557,31.18600001,1.082686362,37.55,0.048360635,2.09210125
1475,8, False, False, sgd,250,0.01,0.01,32,0, False,0.184900251,5.786000061,1.796392118,43.24,0.043844898,2.091477449
1338,4, False, True, sgd,250,0.005,0.01,32,0.9, True,0.013083687,0,1.110003406,23.8,0.016424371,2.090432518
1718,8, False, True, sgd,250,0.005,0.01,64,0.9, False,0.335631974,11.09199997,0.836732724,25.77,0.055297219,2.090113898
1195,6, False, True, sgd,250,0.05,0.01,16,0, True,0.011632507,0,1.32067616,27.84,0.006742573,2.089215229
1365,4, False, False, sgd,250,0.005,0.01,3.20E+01,0, False,0.122757524,3.956000005,2.107229713,42.09,0.023915158,2.088309695
530,8, True, True, sgd,250,0.01,0.01,32,0.9, False,0.914419231,31.44,0.964306697,32.69,0.044820893,2.087795727
597,4, True, True, sgd,250,0.05,0.0001,32,0, False,0.077225856,2.570000071,0.816806049,21.37,0.023939294,2.086750517
466,6, True, False, sgd,250,0.01,0.01,3.20E+01,0.5, True,0.025011022,0,0.355074121,9.61,0.017332145,2.083957288
339,4, True, False, sgd,250,0.005,0.01,3.20E+01,0, True,0.025310062,0,0.457428496,12.83,0.017216588,2.083797786
178,6, True, False, sgd,250,0.01,0.01,1.60E+01,0, False,0.316468958,9.266000063,0.540766735,17.08,0.036436078,2.083759316
1728,4, False, True, sgd,250,0.01,0,64,0, True,0.028635104,0.670000024,1.440277558,27.9,0.015123094,2.083687842
476,8, True, True, sgd,250,0.01,0.01,32,0.9, True,0.01756542,0,0.412216997,12.07,0.005163679,2.083599648
1069,6, False, True, sgd,250,0.005,0.01,16,0.9, False,1.093794759,37.498,1.141549613,39.36,0.131711457,2.083375774
1448,8, False, True, sgd,250,0.01,0.01,3.20E+01,0.9, True,0.011217198,0,1.283656504,27.96,0.006876287,2.082478508
936,4, True, True, sgd,250,0.05,0,64,0.5, False,0.00454355,0.168,1.410867917,20.71,0.005968141,2.081485939
879,4, True, False, sgd,250,0.05,0.01,64,0, True,0.024075984,0,0.379360841,10.53,0.017537617,2.081244905
1023,4, False, False, sgd,250,0.005,0.01,16,0.9, True,0.997578538,36.85200004,1.291568174,45.36,0.024667836,2.080745457
546,4, True, True, sgd,250,0.05,0.01,3.20E+01,0, True,0.018937055,0,0.38367378,11.01,0.007553923,2.078974125
1574,8, False, True, sgd,250,0.05,0.01,32,0, False,1.216175195,39.78000004,1.376649923,43.88,0.106642005,2.07892703
1700,8, False, True, sgd,250,0.005,0.01,6.40E+01,0.5, False,0.090365482,2.748000012,1.987123721,42.32,0.027772432,2.078537893
1358,8, False, True, sgd,250,0.005,0.01,3.20E+01,0, False,0.123816215,3.972000039,1.490224077,35.07,0.023335928,2.077129466
1916,8, False, True, sgd,250,0.05,0.01,6.40E+01,0.5, False,1.318194282,45.54000003,1.477410137,49.84,0.119071459,2.074764593
1446,4, False, True, sgd,250,0.01,0.01,3.20E+01,0.9, True,0.012784248,0,1.158142347,24.48,0.008887058,2.074334984
692,8, True, True, sgd,250,0.005,0.01,64,0.9, True,0.019220852,0,0.322478561,9.42,0.006602372,2.073158921
1140,4, False, True, sgd,250,0.01,0.01,16,0, False,0.375163221,12.72,0.94999753,28.63,0.061169248,2.072224423
286,6, True, False, sgd,250,0.05,0.01,16,0, False,1.046604164,35.69000003,1.07631731,36.55,0.080853595,2.072037433
664,6, True, False, sgd,250,0.005,0.01,64,0, True,0.02260437,0,0.570753592,16.95,0.010525264,2.071924482
690,4, True, True, sgd,250,0.005,0.01,64,0.9, True,0.019244894,0,0.352413188,9.91,0.00757237,2.071886622
159,4, True, False, sgd,250,0.01,0.01,1.60E+01,0.9, True,0.01994335,0,0.527448305,14.8,0.012760812,2.07121115
1224,4, False, True, sgd,250,0.05,0,16,0.9, True,1.834624033,66.79400002,1.84399421,67.14,1.025401566,2.071159984
1915,6, False, True, sgd,250,0.05,0.01,64,0.5, False,1.139593883,40.758,1.259718653,43.79,0.106080811,2.070616253
1825,6, False, True, sgd,250,0.01,0.01,64,0.9, False,0.747246648,25.09000002,0.937558213,31.72,0.108972048,2.070394009
296,8, True, True, sgd,250,0.05,0.01,16,0.5, False,1.059348032,36.75000004,1.082029589,37.5,0.063913665,2.070317271
1226,8, False, True, sgd,250,0.05,0,16,0.9, True,2.075600732,77.89399999,2.077323779,78.12,0.326255533,2.069902135
663,4, True, False, sgd,250,0.005,0.01,6.40E+01,0, True,0.021044522,0,0.61109499,17.97,0.010834738,2.069784179
682,6, True, False, sgd,250,0.005,0.01,64,0.5, True,0.02627109,0,0.427212482,12.44,0.019432556,2.068860877
735,4, True, False, sgd,250,0.005,0.01,64,0.5, False,0.16773471,4.688000056,0.60955981,17.52,0.010162783,2.06848292
837,4, True, False, sgd,250,0.01,0,6.40E+01,0.5, False,0.002368763,0.048000051,1.318411665,23.1,0.007263331,2.067841274
1194,4, False, True, sgd,250,0.05,0.01,1.60E+01,0, True,0.012376321,0,1.242095145,25.31,0.009290197,2.067816293
1838,8, False, True, sgd,250,0.05,0,6.40E+01,0, True,0.159438922,5.372000081,0.934701222,24.65,0.063356918,2.067092156
555,4, True, False, sgd,250,0.05,0.01,32,0, True,0.024095877,0,0.412696776,11.92,0.018891727,2.066789448
1816,6, False, False, sgd,250,0.01,0.01,64,0.5, False,0.227633375,7.216000017,1.71321891,43.48,0.04899113,2.066494165
1213,6, False, True, sgd,250,0.05,0.01,16,0.5, True,0.011072331,0,1.284272396,26.92,0.010099151,2.066425965
732,4, True, False, sgd,250,0.005,0.0001,6.40E+01,0.5, False,0.000526091,0.012000051,1.365211524,25.88,0.002667464,2.065959455
1803,4, False, True, sgd,250,0.01,0.0001,6.40E+01,0.5, False,8.66E-05,0,2.472027514,23.5,0.005915228,2.065598083
1482,4, False, True, sgd,250,0.01,0.01,32,0.5, False,0.47346818,16.74200003,1.028351993,30.26,0.063408879,2.064897109
573,4, True, False, sgd,250,0.05,0.01,3.20E+01,0.5, True,0.02397569,0,0.437019506,12.67,0.016168825,2.064352823
141,4, True, False, sgd,250,0.01,0.01,16,0.5, True,0.023150076,0,0.419639694,11.89,0.018670955,2.064332213
609,4, True, False, sgd,250,0.05,0.01,32,0, False,1.16585943,39.44000003,1.231010159,41.86,0.041638434,2.063583848
1696,6, False, True, sgd,250,0.005,0.0001,64,0.5, False,6.14E-05,0,2.350182706,25.64,0.007072416,2.063131747
376,6, True, False, sgd,250,0.005,0.01,32,0.9, True,0.024371678,0,0.397418502,11.44,0.019454485,2.062433835
17,8, True, False, sgd,250,0.005,0.01,16,0, True,0.025656499,0,0.36390997,10.12,0.021348026,2.061966928
34,6, True, False, sgd,250,0.005,0.01,16,0.5, True,0.024768918,0,0.348538974,9.75,0.019150293,2.061958126
950,8, True, False, sgd,250,0.05,0.0001,6.40E+01,0.5, False,0.022371078,0.718000076,0.746079524,16.31,0.023524972,2.061843556
77,8, True, True, sgd,250,0.005,0.0001,16,0.5, False,0.002248747,0.044,0.827689272,19,0.005918602,2.061764673
1383,4, False, False, sgd,250,0.005,0.01,32,0.5, False,0.282596361,9.024000037,1.482583374,39.69,0.039580339,2.061702775
1034,8, False, True, sgd,250,0.005,0.01,1.60E+01,0, False,0.107889709,3.178000007,1.224266764,31.95,0.035276395,2.061633547
1051,6, False, True, sgd,250,0.005,0.01,16,0.5, False,0.206588933,6.360000073,0.853118334,25.7,0.075210468,2.061575787
1537,6, False, True, sgd,250,0.05,0.01,32,0.5, True,0.010511234,0,1.50802677,30.33,0.008992104,2.060948533
1156,6, False, True, sgd,250,0.01,0.0001,16,0.5, False,9.40E-05,0,2.294759501,22.38,0.005982664,2.060793754
340,6, True, False, sgd,250,0.005,0.01,3.20E+01,0, True,0.026433202,0,0.443450044,12.46,0.017965905,2.06056488
1771,6, False, True, sgd,250,0.01,0.01,6.40E+01,0.9, True,0.011798576,0,1.225520814,27.37,0.018508649,2.06040096
87,4, True, False, sgd,250,0.005,0.01,16,0.5, False,0.380974888,11.58000006,0.568796892,18.25,0.033168341,2.059872917
304,6, True, False, sgd,250,0.05,0.01,1.60E+01,0.5, False,1.691960354,58.49799999,1.688462982,58.42,0.049401324,2.059853419
1907,8, False, False, sgd,250,0.05,0.01,6.40E+01,0, False,1.143098426,37.43999999,1.963012809,57.86,0.115658358,2.059112315
1212,4, False, True, sgd,250,0.05,0.01,1.60E+01,0.5, True,0.013405094,0,1.218152542,25.59,0.010147865,2.058891429
231,4, True, False, sgd,250,0.05,0.01,1.60E+01,0, True,0.020999383,0,0.457824143,12.96,0.016172423,2.058218452
98,8, True, True, sgd,250,0.005,0.01,1.60E+01,0.9, False,0.909741887,31.38400005,0.962834208,32.67,0.037982618,2.057992218
377,8, True, False, sgd,250,0.005,0.01,32,0.9, True,0.024780169,0,0.386156285,10.65,0.019770494,2.056383715
1141,6, False, True, sgd,250,0.01,0.01,16,0, False,0.256016148,7.964000063,0.884395642,26.94,0.066464931,2.056270654
1786,6, False, True, sgd,250,0.01,0.0001,6.40E+01,0, False,7.58E-05,0,2.632755426,27.21,0.006812079,2.055326134
1372,6, False, True, sgd,250,0.005,0.0001,32,0.5, False,7.74E-05,0,2.358673101,24.33,0.00629168,2.05531939
1896,4, False, True, sgd,250,0.05,0.01,64,0, False,1.254763837,37.26800001,1.765724441,46.41,0.082527624,2.054987821
516,4, True, False, sgd,250,0.01,0.0001,3.20E+01,0.5, False,0.002316452,0.048,0.947623515,19.27,0.012424951,2.054801138
771,4, True, False, sgd,250,0.01,0.01,64,0, True,0.025154741,0,0.457772577,13.15,0.018009372,2.054552516
1169,8, False, False, sgd,250,0.01,0.01,16,0.5, False,0.999808718,34.35999996,1.377002883,46.37,0.184693273,2.054504599
1932,4, False, True, sgd,250,0.05,0.01,64,0.9, False,1.780681717,64.72799999,1.784890842,65.27,0.475582373,2.054463089
1394,8, False, True, sgd,250,0.005,0.01,3.20E+01,0.9, False,0.760563957,25.55600008,0.897114259,30.19,0.142933117,2.054117016
1177,6, False, True, sgd,250,0.01,0.01,1.60E+01,0.9, False,1.315951028,45.89599999,1.337854959,46.53,0.226411132,2.053978871
1237,6, False, False, sgd,250,0.05,0.0001,1.60E+01,0.9, True,2.302585069,90,2.302585178,90,7.633662111,2.053901784
1268,8, False, True, sgd,250,0.05,0.01,16,0.5, False,1.55598815,56.19600001,1.568503366,56.51,0.262304614,2.053544126
1049,8, False, True, sgd,250,0.005,0.0001,1.60E+01,0.5, False,9.45E-05,0,2.448852069,23.64,0.002433834,2.052900087
660,4, True, False, sgd,250,0.005,0.0001,64,0, True,0.00028217,0,1.506460315,30.98,0.005540054,2.052697869
1592,8, False, True, sgd,250,0.05,0.01,3.20E+01,0.5, False,1.297910423,44.84400004,1.353616622,46.65,0.15597614,2.052155638
1366,6, False, False, sgd,250,0.005,0.01,32,0, False,0.076244053,2.087999993,2.020777361,43.37,0.039117741,2.051428151
791,8, True, False, sgd,250,0.01,0.01,6.40E+01,0.5, True,0.026636121,0,0.348084187,9.86,0.02076699,2.051330584
97,6, True, True, sgd,250,0.005,0.01,16,0.9, False,0.876841034,30.18800003,0.92738954,31.58,0.048177505,2.050982997
16,6, True, False, sgd,250,0.005,0.01,16,0, True,0.02591994,0,0.371968619,10.34,0.018714705,2.050958443
474,4, True, True, sgd,250,0.01,0.01,32,0.9, True,0.018811255,0,0.468869821,13.59,0.003706216,2.050606655
1483,6, False, True, sgd,250,0.01,0.01,32,0.5, False,0.269073162,7.991999961,0.852228479,27.2,0.064762911,2.050255528
1068,4, False, True, sgd,250,0.005,0.01,16,0.9, False,1.068432812,37.20600003,1.102485705,38.23,0.160588365,2.050110441
1033,6, False, True, sgd,250,0.005,0.01,1.60E+01,0, False,0.126242435,3.219999978,1.131797434,31.77,0.042502096,2.048516648
1538,8, False, True, sgd,250,0.05,0.01,3.20E+01,0.5, True,0.010819559,0,1.441756715,29.61,0.013559273,2.048283217
161,8, True, False, sgd,250,0.01,0.01,16,0.9, True,0.020836157,0,0.502833968,14.26,0.012927688,2.04807345
1536,4, False, True, sgd,250,0.05,0.01,3.20E+01,0.5, True,0.013270724,0,1.128674235,24.71,0.011807227,2.04794434
1834,6, False, False, sgd,250,0.01,0.01,64,0.9, False,1.191043618,41.432,1.33803631,46.69,0.210243229,2.047718256
448,6, True, False, sgd,250,0.01,0.01,3.20E+01,0, True,0.025739011,0,0.363113099,10.23,0.020962508,2.047562045
1585,6, False, True, sgd,250,0.05,0,3.20E+01,0.5, False,2.302800092,90,2.302800137,90,6.699047958,2.04747698
1518,4, False, True, sgd,250,0.05,0.01,32,0, True,0.012511843,0,1.226471732,25.75,0.028125912,2.046826929
1927,6, False, True, sgd,250,0.05,0,64,0.9, False,1.664709936,56.72,1.75011349,59.42,0.757411902,2.046747971
1137,4, False, True, sgd,250,0.01,0.0001,1.60E+01,0, False,9.90E-05,0,2.350383714,21.93,0.006230957,2.04667385
1167,4, False, False, sgd,250,0.01,0.01,16,0.5, False,1.208301653,41.54200003,1.418196478,48.98,0.206117656,2.046668739
1464,4, False, True, sgd,250,0.01,0.01,32,0, False,0.323437885,10.60200006,1.994788736,46.11,0.041361324,2.046465294
1056,4, False, False, sgd,250,0.005,0.0001,16,0.5, False,0.015344966,0.474000024,2.182384904,29.54,0.022763431,2.046033918
483,4, True, False, sgd,250,0.01,0.01,32,0.9, True,0.024012984,0,0.465459463,13.47,0.016606709,2.046033306
125,8, True, False, sgd,250,0.01,0.01,16,0, True,0.025312349,0,0.346926921,9.54,0.01888515,2.045912558
681,4, True, False, sgd,250,0.005,0.01,6.40E+01,0.5, True,0.025182529,0,0.442183443,12.56,0.017905956,2.045842367
1041,4, False, False, sgd,250,0.005,0.01,1.60E+01,0, False,0.212660624,6.612000042,1.455929065,38.48,0.052707082,2.045724945
1527,4, False, False, sgd,250,0.05,0.01,3.20E+01,0, True,2.302585285,90,2.302585113,90,7.265657026,2.045564103
1903,6, False, False, sgd,250,0.05,0.0001,6.40E+01,0, False,0.295799025,7.180000046,3.029119923,39.19,0.067083456,2.045354682
1610,8, False, True, sgd,250,0.05,0.01,32,0.9, False,2.077097022,75.49200001,2.072835874,74.93,0.507086906,2.045319088
1117,6, False, True, sgd,250,0.01,0,16,0.9, True,2.302585081,90.00000001,2.30258508,90,8.317060347,2.044148106
1662,4, False, True, sgd,250,0.005,0.01,6.40E+01,0.9, True,0.011816698,0,1.079967307,23.14,0.041265043,2.044109307
899,8, True, False, sgd,250,0.05,0.01,64,0.5, True,0.024038405,0,0.382020434,10.69,0.018407604,2.04397607
1078,6, False, False, sgd,250,0.005,0.01,1.60E+01,0.9, False,2.303402115,90.00000001,2.303402164,90,6.970753486,2.043928906
1558,6, False, False, sgd,250,0.05,0,3.20E+01,0.9, True,2.30258527,90,2.302585098,90,8.592949457,2.04372476
574,6, True, False, sgd,250,0.05,0.01,32,0.5, True,0.024506059,0,0.422519941,12.11,0.017184235,2.043632245
109,6, True, True, sgd,250,0.01,0,16,0, True,7.12E-06,0,1.061774298,19.6,0.004202879,2.043517476
1225,6, False, True, sgd,250,0.05,0,1.60E+01,0.9, True,1.929136569,72.40000002,1.925809019,72.22,2.01315282,2.043412341
1843,6, False, True, sgd,250,0.05,0.01,64,0, True,1.002563344,34.12800004,1.3044091,42.19,0.098766766,2.043387891
268,6, True, False, sgd,250,0.05,0.01,1.60E+01,0.9, True,2.302584838,90,2.302584982,90,7.526961579,2.042990603
1240,6, False, False, sgd,250,0.05,0.01,16,0.9, True,2.302584838,90,2.302584982,90,7.526961106,2.042990603
1187,8, False, False, sgd,250,0.01,0.01,16,0.9, False,2.303679417,90.00000001,2.303679675,90,7.558614346,2.04278672
1817,8, False, False, sgd,250,0.01,0.01,64,0.5, False,0.311488865,9.334000012,1.692056909,45.05,0.067493874,2.042738382
1881,4, False, False, sgd,250,0.05,0,64,0.9, True,2.30258479,90,2.302584922,90,7.344137976,2.042610394
662,8, True, False, sgd,250,0.005,0.0001,6.40E+01,0, True,8.88E-05,0,1.436241729,29.52,0.004167221,2.042219133
1880,8, False, True, sgd,250,0.05,0.01,64,0.9, True,0.00970162,0,3.851717806,48.73,0.017261749,2.042113728
1249,6, False, True, sgd,250,0.05,0.01,1.60E+01,0, False,1.126070848,39.19000003,1.188159101,41.6,0.174223472,2.042017348
